Statei,Action,Staten,xcmi,ycmi,xcmn,ycmn,thetai,thetan
0,0,4,2.2583531954e+02,2.2515433610e+02,2.2565057392e+02,2.2478927794e+02,6.1967007587e-01,-5.8909166253e-01
4,0,0,2.2565057392e+02,2.2478927794e+02,2.2583513535e+02,2.2515361587e+02,-5.8909166253e-01,6.1970959617e-01
0,0,4,2.2583513535e+02,2.2515361587e+02,2.2565040416e+02,2.2478855040e+02,6.1970959617e-01,-5.8905214223e-01
4,1,6,2.2565040416e+02,2.2478855040e+02,2.2513286203e+02,2.2443960269e+02,-5.8905214223e-01,-1.3298945457e+00
6,1,4,2.2513286203e+02,2.2443960269e+02,2.2565046316e+02,2.2478914860e+02,-1.3298945457e+00,-5.8910791318e-01
4,2,5,2.2565046316e+02,2.2478914860e+02,2.2543664271e+02,2.2452042032e+02,-5.8910791318e-01,-8.5648718206e-01
5,0,1,2.2543664271e+02,2.2452042032e+02,2.2554629156e+02,2.2493158355e+02,-8.5648718206e-01,3.7329635574e-01
1,0,5,2.2554629156e+02,2.2493158355e+02,2.2543660641e+02,2.2451964204e+02,3.7329635574e-01,-8.5659000356e-01
5,1,7,2.2543660641e+02,2.2451964204e+02,2.2512695804e+02,2.2403994153e+02,-8.5659000356e-01,-1.5943226856e+00
7,0,3,2.2512695804e+02,2.2403994153e+02,2.2532529036e+02,2.2439738358e+02,-1.5943226856e+00,-3.8549434356e-01
3,1,1,2.2532529036e+02,2.2439738358e+02,2.2532349192e+02,2.2502141384e+02,-3.8549434356e-01,3.5522538471e-01
1,2,0,2.2532349192e+02,2.2502141384e+02,2.2544887254e+02,2.2534993178e+02,3.5522538471e-01,6.3523155644e-01
0,2,1,2.2544887254e+02,2.2534993178e+02,2.2532337879e+02,2.2502215491e+02,6.3523155644e-01,3.5537650688e-01
1,0,5,2.2532337879e+02,2.2502215491e+02,2.2520632972e+02,2.2461224497e+02,3.5537650688e-01,-8.7450985242e-01
5,1,7,2.2520632972e+02,2.2461224497e+02,2.2488813536e+02,2.2413817005e+02,-8.7450985242e-01,-1.6122425344e+00
7,1,5,2.2488813536e+02,2.2413817005e+02,2.2520632255e+02,2.2461302164e+02,-1.6122425344e+00,-8.7466290622e-01
5,1,7,2.2520632255e+02,2.2461302164e+02,2.2488805564e+02,2.2413899542e+02,-8.7466290622e-01,-1.6123955882e+00
7,1,5,2.2488805564e+02,2.2413899542e+02,2.2520631551e+02,2.2461379830e+02,-1.6123955882e+00,-8.7481596002e-01
5,2,4,2.2520631551e+02,2.2461379830e+02,2.2542456246e+02,2.2487877192e+02,-8.7481596002e-01,-6.0733999883e-01
4,2,5,2.2542456246e+02,2.2487877192e+02,2.2520587835e+02,2.2461398648e+02,-6.0733999883e-01,-8.7471926771e-01
5,2,4,2.2520587835e+02,2.2461398648e+02,2.2542409968e+02,2.2487898120e+02,-8.7471926771e-01,-6.0724330652e-01
4,0,0,2.2542409968e+02,2.2487898120e+02,2.2561524369e+02,2.2523990920e+02,-6.0724330652e-01,6.0155795218e-01
0,2,1,2.2561524369e+02,2.2523990920e+02,2.2547878574e+02,2.2491654318e+02,6.0155795218e-01,3.2170290262e-01
1,1,3,2.2547878574e+02,2.2491654318e+02,2.2545936702e+02,2.2429275754e+02,3.2170290262e-01,-4.1893032022e-01
3,0,7,2.2545936702e+02,2.2429275754e+02,2.2524942963e+02,2.2394234026e+02,-4.1893032022e-01,-1.6276706410e+00
7,1,5,2.2524942963e+02,2.2394234026e+02,2.2557490472e+02,2.2441222651e+02,-1.6276706410e+00,-8.9009101282e-01
5,2,4,2.2557490472e+02,2.2441222651e+02,2.2579717355e+02,2.2467383561e+02,-8.9009101282e-01,-6.2261505163e-01
4,0,0,2.2579717355e+02,2.2467383561e+02,2.2599384284e+02,2.2503178287e+02,-6.2261505163e-01,5.8618620707e-01
0,0,4,2.2599384284e+02,2.2503178287e+02,2.2579697950e+02,2.2467311418e+02,5.8618620707e-01,-6.2257553133e-01
4,2,5,2.2579697950e+02,2.2467311418e+02,2.2557428677e+02,2.2441169111e+02,-6.2257553133e-01,-8.8995480021e-01
5,0,1,2.2557428677e+02,2.2441169111e+02,2.2569763231e+02,2.2481895509e+02,-8.8995480021e-01,3.3982873759e-01
1,0,5,2.2569763231e+02,2.2481895509e+02,2.2557422445e+02,2.2441091448e+02,3.3982873759e-01,-8.9005762171e-01
5,0,1,2.2557422445e+02,2.2441091448e+02,2.2569761186e+02,2.2481816577e+02,-8.9005762171e-01,3.3972591609e-01
1,0,5,2.2569761186e+02,2.2481816577e+02,2.2557416205e+02,2.2441013785e+02,3.3972591609e-01,-8.9016044321e-01
5,0,1,2.2557416205e+02,2.2441013785e+02,2.2569759134e+02,2.2481737646e+02,-8.9016044321e-01,3.3962309459e-01
1,0,5,2.2569759134e+02,2.2481737646e+02,2.2557409957e+02,2.2440936124e+02,3.3962309459e-01,-8.9026326471e-01
5,2,4,2.2557409957e+02,2.2440936124e+02,2.2579641346e+02,2.2467093205e+02,-8.9026326471e-01,-6.2278730352e-01
4,0,0,2.2579641346e+02,2.2467093205e+02,2.2599314441e+02,2.2502884543e+02,-6.2278730352e-01,5.8601395518e-01
0,2,1,2.2599314441e+02,2.2502884543e+02,2.2585167675e+02,2.2470763949e+02,5.8601395518e-01,3.0615890562e-01
1,1,3,2.2585167675e+02,2.2470763949e+02,2.2582256464e+02,2.2408423104e+02,3.0615890562e-01,-4.3447431722e-01
3,1,1,2.2582256464e+02,2.2408423104e+02,2.2585132112e+02,2.2470760096e+02,-4.3447431722e-01,3.0624541105e-01
1,1,3,2.2585132112e+02,2.2470760096e+02,2.2582226293e+02,2.2408419000e+02,3.0624541105e-01,-4.3438781179e-01
3,0,7,2.2582226293e+02,2.2408419000e+02,2.2560693427e+02,2.2373705955e+02,-4.3438781179e-01,-1.6431281326e+00
7,1,5,2.2560693427e+02,2.2373705955e+02,2.2593963345e+02,2.2420185884e+02,-1.6431281326e+00,-9.0554850439e-01
5,1,7,2.2593963345e+02,2.2420185884e+02,2.2560688007e+02,2.2373788699e+02,-9.0554850439e-01,-1.6432811864e+00
7,1,5,2.2560688007e+02,2.2373788699e+02,2.2593965039e+02,2.2420263535e+02,-1.6432811864e+00,-9.0570155819e-01
5,0,1,2.2593965039e+02,2.2420263535e+02,2.2606939346e+02,2.2460790663e+02,-9.0570155819e-01,3.2408197961e-01
1,1,3,2.2606939346e+02,2.2460790663e+02,2.2605145882e+02,2.2398407656e+02,3.2408197961e-01,-4.1655124323e-01
3,2,2,2.2605145882e+02,2.2398407656e+02,2.2616397331e+02,2.2430859565e+02,-4.1655124323e-01,-1.4915280948e-01
2,0,6,2.2616397331e+02,2.2430859565e+02,2.2587535840e+02,2.2399536796e+02,-1.4915280948e-01,-1.3788906403e+00
6,1,4,2.2587535840e+02,2.2399536796e+02,2.2640945790e+02,2.2431914410e+02,-1.3788906403e+00,-6.3810400773e-01
4,2,5,2.2640945790e+02,2.2431914410e+02,2.2618273269e+02,2.2406121049e+02,-6.3810400773e-01,-9.0548327661e-01
5,0,1,2.2618273269e+02,2.2406121049e+02,2.2631238729e+02,2.2446651008e+02,-9.0548327661e-01,3.2430026119e-01
1,2,0,2.2631238729e+02,2.2446651008e+02,2.2644786579e+02,2.2479099414e+02,3.2430026119e-01,6.0430643292e-01
0,0,4,2.2644786579e+02,2.2479099414e+02,2.2625753357e+02,2.2442881732e+02,6.0430643292e-01,-6.0445530548e-01
4,1,6,2.2625753357e+02,2.2442881732e+02,2.2573467815e+02,2.2408788247e+02,-6.0445530548e-01,-1.3452977090e+00
6,2,7,2.2573467815e+02,2.2408788247e+02,2.2552869490e+02,2.2380323660e+02,-1.3452977090e+00,-1.6251797319e+00
7,2,6,2.2552869490e+02,2.2380323660e+02,2.2573404290e+02,2.2408774321e+02,-1.6251797319e+00,-1.3453487028e+00
6,1,4,2.2573404290e+02,2.2408774321e+02,2.2625698394e+02,2.2442924861e+02,-1.3453487028e+00,-6.0456207026e-01
4,0,0,2.2625698394e+02,2.2442924861e+02,2.2644715952e+02,2.2479068781e+02,-6.0456207026e-01,6.0423918844e-01
0,1,2,2.2644715952e+02,2.2479068781e+02,2.2621481263e+02,2.2426811651e+02,6.0423918844e-01,-1.3342273054e-01
2,1,0,2.2621481263e+02,2.2426811651e+02,2.2644583765e+02,2.2479038978e+02,-1.3342273054e-01,6.0418117510e-01
0,0,4,2.2644583765e+02,2.2479038978e+02,2.2625546006e+02,2.2442823679e+02,6.0418117510e-01,-6.0458056330e-01
4,2,5,2.2625546006e+02,2.2442823679e+02,2.2603750744e+02,2.2416284892e+02,-6.0458056330e-01,-8.7195983218e-01
5,2,4,2.2603750744e+02,2.2416284892e+02,2.2625499671e+02,2.2442844480e+02,-8.7195983218e-01,-6.0448387099e-01
4,2,5,2.2625499671e+02,2.2442844480e+02,2.2603706974e+02,2.2416303584e+02,-6.0448387099e-01,-8.7186313987e-01
5,2,4,2.2603706974e+02,2.2416303584e+02,2.2625453333e+02,2.2442865275e+02,-8.7186313987e-01,-6.0438717868e-01
4,1,6,2.2625453333e+02,2.2442865275e+02,2.2573170114e+02,2.2408768229e+02,-6.0438717868e-01,-1.3452295822e+00
6,2,7,2.2573170114e+02,2.2408768229e+02,2.2552573728e+02,2.2380302239e+02,-1.3452295822e+00,-1.6251116051e+00
7,2,6,2.2552573728e+02,2.2380302239e+02,2.2573106589e+02,2.2408754299e+02,-1.6251116051e+00,-1.3452805760e+00
6,2,7,2.2573106589e+02,2.2408754299e+02,2.2552508752e+02,2.2380289359e+02,-1.3452805760e+00,-1.6251625990e+00
7,2,6,2.2552508752e+02,2.2380289359e+02,2.2573043064e+02,2.2408740372e+02,-1.6251625990e+00,-1.3453315698e+00
6,2,7,2.2573043064e+02,2.2408740372e+02,2.2552443776e+02,2.2380276483e+02,-1.3453315698e+00,-1.6252135928e+00
7,0,3,2.2552443776e+02,2.2380276483e+02,2.2573371541e+02,2.2415391065e+02,-1.6252135928e+00,-4.1638525079e-01
3,1,1,2.2573371541e+02,2.2415391065e+02,2.2575119162e+02,2.2477769874e+02,-4.1638525079e-01,3.2433447748e-01
1,2,0,2.2575119162e+02,2.2477769874e+02,2.2588665903e+02,2.2510218744e+02,3.2433447748e-01,6.0434064921e-01
0,2,1,2.2588665903e+02,2.2510218744e+02,2.2575110144e+02,2.2477844295e+02,6.0434064921e-01,3.2448559965e-01
1,1,3,2.2575110144e+02,2.2477844295e+02,2.2573341859e+02,2.2415460569e+02,3.2448559965e-01,-4.1614762319e-01
3,2,2,2.2573341859e+02,2.2415460569e+02,2.2584580209e+02,2.2447917018e+02,-4.1614762319e-01,-1.4874918944e-01
2,1,0,2.2584580209e+02,2.2447917018e+02,2.2608480427e+02,2.2499784145e+02,-1.4874918944e-01,5.8885471620e-01
0,0,4,2.2608480427e+02,2.2499784145e+02,2.2588889873e+02,2.2463864870e+02,5.8885471620e-01,-6.1990702220e-01
4,2,5,2.2588889873e+02,2.2463864870e+02,2.2566690441e+02,2.2437663230e+02,-6.1990702220e-01,-8.8728629108e-01
5,2,4,2.2566690441e+02,2.2437663230e+02,2.2588843862e+02,2.2463886378e+02,-8.8728629108e-01,-6.1981032989e-01
4,0,0,2.2588843862e+02,2.2463886378e+02,2.2608410320e+02,2.2499736123e+02,-6.1981032989e-01,5.8899092881e-01
0,2,1,2.2608410320e+02,2.2499736123e+02,2.2594359239e+02,2.2467573557e+02,5.8899092881e-01,3.0913587925e-01
1,0,5,2.2594359239e+02,2.2467573557e+02,2.2580772069e+02,2.2427167428e+02,3.0913587925e-01,-9.2075048005e-01
5,0,1,2.2580772069e+02,2.2427167428e+02,2.2594354773e+02,2.2467494725e+02,-9.2075048005e-01,3.0903305775e-01
1,2,0,2.2594354773e+02,2.2467494725e+02,2.2608396422e+02,2.2499732521e+02,3.0903305775e-01,5.8903922948e-01
0,0,4,2.2608396422e+02,2.2499732521e+02,2.2588812497e+02,2.2463809631e+02,5.8903922948e-01,-6.1972250892e-01
4,2,5,2.2588812497e+02,2.2463809631e+02,2.2566617900e+02,2.2437603896e+02,-6.1972250892e-01,-8.8710177780e-01
5,2,4,2.2566617900e+02,2.2437603896e+02,2.2588766482e+02,2.2463831131e+02,-8.8710177780e-01,-6.1962581661e-01
4,2,5,2.2588766482e+02,2.2463831131e+02,2.2566574418e+02,2.2437623250e+02,-6.1962581661e-01,-8.8700508549e-01
5,0,1,2.2566574418e+02,2.2437623250e+02,2.2578788787e+02,2.2478385854e+02,-8.8700508549e-01,3.4277845231e-01
1,0,5,2.2578788787e+02,2.2478385854e+02,2.2566568415e+02,2.2437545569e+02,3.4277845231e-01,-8.8710790699e-01
5,0,1,2.2566568415e+02,2.2437545569e+02,2.2578786975e+02,2.2478306917e+02,-8.8710790699e-01,3.4267563081e-01
1,1,3,2.2578786975e+02,2.2478306917e+02,2.2578153682e+02,2.2415901348e+02,3.4267563081e-01,-3.9795759203e-01
3,2,2,2.2578153682e+02,2.2415901348e+02,2.2588799822e+02,2.2448556842e+02,-3.9795759203e-01,-1.3055915828e-01
2,0,6,2.2588799822e+02,2.2448556842e+02,2.2560525691e+02,2.2416702877e+02,-1.3055915828e-01,-1.3602969891e+00
6,1,4,2.2560525691e+02,2.2416702877e+02,2.2613324426e+02,2.2450067923e+02,-1.3602969891e+00,-6.1951035653e-01
4,2,5,2.2613324426e+02,2.2450067923e+02,2.2591135388e+02,2.2423857480e+02,-6.1951035653e-01,-8.8688962541e-01
5,2,4,2.2591135388e+02,2.2423857480e+02,2.2613278406e+02,2.2450089413e+02,-8.8688962541e-01,-6.1941366422e-01
4,2,5,2.2613278406e+02,2.2450089413e+02,2.2591091903e+02,2.2423876824e+02,-6.1941366422e-01,-8.8679293310e-01
5,1,7,2.2591091903e+02,2.2423876824e+02,2.2558692572e+02,2.2376863738e+02,-8.8679293310e-01,-1.6245256151e+00
7,0,3,2.2558692572e+02,2.2376863738e+02,2.2579596175e+02,2.2411992710e+02,-1.6245256151e+00,-4.1569727310e-01
3,0,7,2.2579596175e+02,2.2411992710e+02,2.2558715837e+02,2.2376883292e+02,-4.1569727310e-01,-1.6244375939e+00
7,0,3,2.2558715837e+02,2.2376883292e+02,2.2579616347e+02,2.2412014104e+02,-1.6244375939e+00,-4.1560925190e-01
3,0,7,2.2579616347e+02,2.2412014104e+02,2.2558739100e+02,2.2376902847e+02,-4.1560925190e-01,-1.6243495727e+00
7,2,6,2.2558739100e+02,2.2376902847e+02,2.2579250274e+02,2.2405370546e+02,-1.6243495727e+00,-1.3445185436e+00
6,2,7,2.2579250274e+02,2.2405370546e+02,2.2558674134e+02,2.2376889918e+02,-1.3445185436e+00,-1.6244005665e+00
7,0,3,2.2558674134e+02,2.2376889918e+02,2.2579573343e+02,2.2412021504e+02,-1.6244005665e+00,-4.1557222453e-01
3,0,7,2.2579573343e+02,2.2412021504e+02,2.2558697396e+02,2.2376909475e+02,-4.1557222453e-01,-1.6243125453e+00
7,0,3,2.2558697396e+02,2.2376909475e+02,2.2579593513e+02,2.2412042900e+02,-1.6243125453e+00,-4.1548420333e-01
3,1,1,2.2579593513e+02,2.2412042900e+02,2.2581284927e+02,2.2474423258e+02,-4.1548420333e-01,3.2523552494e-01
1,2,0,2.2581284927e+02,2.2474423258e+02,2.2594802424e+02,2.2506884321e+02,3.2523552494e-01,6.0524169667e-01
0,0,4,2.2594802424e+02,2.2506884321e+02,2.2575803084e+02,2.2470648853e+02,6.0524169667e-01,-6.0352004173e-01
4,0,0,2.2575803084e+02,2.2470648853e+02,2.2594782969e+02,2.2506812571e+02,-6.0352004173e-01,6.0528121697e-01
0,1,2,2.2594782969e+02,2.2506812571e+02,2.2571602745e+02,2.2454531258e+02,6.0528121697e-01,-1.3238070201e-01
2,0,6,2.2571602745e+02,2.2454531258e+02,2.2543270638e+02,2.2422728849e+02,-1.3238070201e-01,-1.3621185328e+00
6,2,7,2.2543270638e+02,2.2422728849e+02,2.2522196452e+02,2.2394614754e+02,-1.3621185328e+00,-1.6420005558e+00
7,1,5,2.2522196452e+02,2.2394614754e+02,2.2555413939e+02,2.2441132167e+02,-1.6420005558e+00,-9.0442092756e-01
5,1,7,2.2555413939e+02,2.2441132167e+02,2.2522190939e+02,2.2394697491e+02,-9.0442092756e-01,-1.6421536096e+00
7,1,5,2.2522190939e+02,2.2394697491e+02,2.2555415546e+02,2.2441209820e+02,-1.6421536096e+00,-9.0457398136e-01
5,0,1,2.2555415546e+02,2.2441209820e+02,2.2568344147e+02,2.2481751551e+02,-9.0457398136e-01,3.2520955644e-01
1,0,5,2.2568344147e+02,2.2481751551e+02,2.2555408179e+02,2.2441132256e+02,3.2520955644e-01,-9.0467680286e-01
5,0,1,2.2555408179e+02,2.2441132256e+02,2.2568340949e+02,2.2481672658e+02,-9.0467680286e-01,3.2510673494e-01
1,1,3,2.2568340949e+02,2.2481672658e+02,2.2566611413e+02,2.2419287846e+02,3.2510673494e-01,-4.1552648790e-01
3,1,1,2.2566611413e+02,2.2419287846e+02,2.2568305465e+02,2.2481668133e+02,-4.1552648790e-01,3.2519324037e-01
1,2,0,2.2568305465e+02,2.2481668133e+02,2.2581824334e+02,2.2514128624e+02,3.2519324037e-01,6.0519941210e-01
0,1,2,2.2581824334e+02,2.2514128624e+02,2.2558639834e+02,2.2461849207e+02,6.0519941210e-01,-1.3246250688e-01
2,0,6,2.2558639834e+02,2.2461849207e+02,2.2530305125e+02,2.2430049117e+02,-1.3246250688e-01,-1.3622003377e+00
6,0,2,2.2530305125e+02,2.2430049117e+02,2.2558692627e+02,2.2461844591e+02,-1.3622003377e+00,-1.3235869688e-01
2,1,0,2.2558692627e+02,2.2461844591e+02,2.2581739544e+02,2.2514096470e+02,-1.3235869688e-01,6.0524520876e-01
0,2,1,2.2581739544e+02,2.2514096470e+02,2.2568213075e+02,2.2481709772e+02,6.0524520876e-01,3.2539015920e-01
1,1,3,2.2568213075e+02,2.2481709772e+02,2.2566501221e+02,2.2419324472e+02,3.2539015920e-01,-4.1524306364e-01
3,1,1,2.2566501221e+02,2.2419324472e+02,2.2568177593e+02,2.2481705236e+02,-4.1524306364e-01,3.2547666463e-01
1,1,3,2.2568177593e+02,2.2481705236e+02,2.2566471135e+02,2.2419319789e+02,3.2547666463e-01,-4.1515655821e-01
3,0,7,2.2566471135e+02,2.2419319789e+02,2.2545609784e+02,2.2384199085e+02,-4.1515655821e-01,-1.6238968790e+00
7,0,3,2.2545609784e+02,2.2384199085e+02,2.2566491296e+02,2.2419341193e+02,-1.6238968790e+00,-4.1506853701e-01
3,0,7,2.2566491296e+02,2.2419341193e+02,2.2545633037e+02,2.2384218653e+02,-4.1506853701e-01,-1.6238088578e+00
7,1,5,2.2545633037e+02,2.2384218653e+02,2.2577998844e+02,2.2431332618e+02,-1.6238088578e+00,-8.8622922961e-01
5,2,4,2.2577998844e+02,2.2431332618e+02,2.2600124533e+02,2.2457579169e+02,-8.8622922961e-01,-6.1875326842e-01
4,1,6,2.2600124533e+02,2.2457579169e+02,2.2547356885e+02,2.2424236721e+02,-6.1875326842e-01,-1.3595956719e+00
6,1,4,2.2547356885e+02,2.2424236721e+02,2.2600132207e+02,2.2457638787e+02,-1.3595956719e+00,-6.1880903937e-01
4,0,0,2.2600132207e+02,2.2457638787e+02,2.2619662759e+02,2.2493508106e+02,-6.1880903937e-01,5.8999221933e-01
0,0,4,2.2619662759e+02,2.2493508106e+02,2.2600113077e+02,2.2457566570e+02,5.8999221933e-01,-6.1876951907e-01
4,1,6,2.2600113077e+02,2.2457566570e+02,2.2547344886e+02,2.2424224979e+02,-6.1876951907e-01,-1.3596119226e+00
6,2,7,2.2547344886e+02,2.2424224979e+02,2.2526341237e+02,2.2396058147e+02,-1.3596119226e+00,-1.6394939455e+00
7,0,3,2.2526341237e+02,2.2396058147e+02,2.2547768301e+02,2.2430870304e+02,-1.6394939455e+00,-4.3066560352e-01
3,2,2,2.2547768301e+02,2.2430870304e+02,2.2559476652e+02,2.2463160179e+02,-4.3066560352e-01,-1.6326716977e-01
2,2,3,2.2559476652e+02,2.2463160179e+02,2.2547734407e+02,2.2430901881e+02,-1.6326716977e-01,-4.3067137488e-01
3,1,1,2.2547734407e+02,2.2430901881e+02,2.2550372971e+02,2.2493249359e+02,-4.3067137488e-01,3.1004835339e-01
1,1,3,2.2550372971e+02,2.2493249359e+02,2.2547704253e+02,2.2430897662e+02,3.1004835339e-01,-4.3058486945e-01
3,1,1,2.2547704253e+02,2.2430897662e+02,2.2550337423e+02,2.2493245368e+02,-4.3058486945e-01,3.1013485882e-01
1,2,0,2.2550337423e+02,2.2493245368e+02,2.2564343544e+02,2.2525498614e+02,3.1013485882e-01,5.9014103055e-01
0,0,4,2.2564343544e+02,2.2525498614e+02,2.2544799210e+02,2.2489554169e+02,5.9014103055e-01,-6.1862070785e-01
4,0,0,2.2544799210e+02,2.2489554169e+02,2.2564323007e+02,2.2525427166e+02,-6.1862070785e-01,5.9018055085e-01
0,1,2,2.2564323007e+02,2.2525427166e+02,2.2540355974e+02,2.2473501837e+02,5.9018055085e-01,-1.4748136813e-01
2,0,6,2.2540355974e+02,2.2473501837e+02,2.2511546877e+02,2.2442130872e+02,-1.4748136813e-01,-1.3772191989e+00
6,2,7,2.2511546877e+02,2.2442130872e+02,2.2490050568e+02,2.2414338204e+02,-1.3772191989e+00,-1.6571012219e+00
7,2,6,2.2490050568e+02,2.2414338204e+02,2.2511482940e+02,2.2442118981e+02,-1.6571012219e+00,-1.3772701928e+00
6,0,2,2.2511482940e+02,2.2442118981e+02,2.2540346353e+02,2.2473483066e+02,-1.3772701928e+00,-1.4742855196e-01
2,2,3,2.2540346353e+02,2.2473483066e+02,2.2529116487e+02,2.2441042840e+02,-1.4742855196e-01,-4.1483275707e-01
3,2,2,2.2529116487e+02,2.2441042840e+02,2.2540312151e+02,2.2473514038e+02,-4.1483275707e-01,-1.4743432332e-01
